TransactionID,Items,Basket_Size,Basket_Total
436,"['tropical_fruit', 'other_vegetables', 'waffles', 'napkins']",4,27.59
437,"['citrus_fruit', 'coffee']",2,14.53
438,"['beef', 'other_vegetables', 'margarine', 'candles']",4,39.89
439,"['rolls/buns', 'soda', 'waffles', 'shopping_bags']",4,33.9
440,"['whole_milk', 'beverages', 'bottled_water', 'newspapers']",4,23.88
441,"['root_vegetables', 'brown_bread', 'pot_plants']",3,23.38
442,"['onions', 'shopping_bags']",2,15.76
443,"['napkins', 'dishes']",2,15.49
444,"['other_vegetables', 'rolls/buns']",2,7.16
445,"['frankfurter', 'whole_milk']",2,12.19
446,"['whipped/sour_cream', 'flower_(seeds)']",2,18.02
447,"['frozen_vegetables', 'brown_bread']",2,15.780000000000001
448,"['onions', 'yogurt', 'oil']",3,17.41
449,"['frankfurter', 'brown_bread', 'sugar']",3,13.4
450,"['rolls/buns', 'canned_fish', 'soda']",3,17.21
451,"['condensed_milk', 'coffee', 'napkins']",3,16.060000000000002
452,"['whole_milk', 'frozen_vegetables', 'fruit/vegetable_juice', 'long_life_bakery_product']",4,21.419999999999998
453,"['pip_fruit', 'yogurt', 'sliced_cheese']",3,20.07
454,"['pip_fruit', 'other_vegetables']",2,4.48
455,"['other_vegetables', 'whipped/sour_cream', 'condensed_milk', 'salt']",4,27.84
456,"['pastry', 'long_life_bakery_product', 'shopping_bags']",3,20.29
457,"['citrus_fruit', 'tropical_fruit', 'coffee']",3,28.93
458,"['tropical_fruit', 'bottled_water', 'chewing_gum']",3,28.25
459,"['herbs', 'oil', 'dog_food']",3,26.55
460,"['yogurt', 'chocolate']",2,21.95
461,"['frankfurter', 'frozen_meals', 'semi-finished_bread', 'shopping_bags']",4,31.2
462,"['yogurt', 'shopping_bags']",2,20.29
463,"['frozen_vegetables', 'coffee']",2,11.49
464,"['pastry', 'soda']",2,14.99
465,"['curd', 'bottled_water', 'photo/film']",3,19.31
466,"['yogurt', 'bottled_water', 'male_cosmetics']",3,14.49
467,"['coffee', 'chocolate']",2,17.32
468,"['sauces', 'softener']",2,6.66
469,"['napkins', 'dishes']",2,15.49
470,"['other_vegetables', 'rolls/buns', 'canned_fish']",3,10.95
471,"['chicken', 'citrus_fruit', 'onions', 'bottled_water']",4,22.63
472,"['whole_milk', 'rolls/buns']",2,13.239999999999998
473,"['rolls/buns', 'margarine']",2,14.55
474,"['tropical_fruit', 'soft_cheese', 'rolls/buns', 'chocolate']",4,43.35
475,"['tropical_fruit', 'pip_fruit', 'brown_bread']",3,23.2
476,"['meat', 'rolls/buns', 'specialty_chocolate']",3,21.6
477,"['whole_milk', 'coffee', 'female_sanitary_products', 'shopping_bags']",4,37.019999999999996
478,"['misc._beverages', 'chocolate']",2,20.97
479,"['pastry', 'long_life_bakery_product']",2,7.369999999999999
480,"['soda', 'fruit/vegetable_juice']",2,11.5
481,"['domestic_eggs', 'long_life_bakery_product', 'seasonal_products']",3,15.280000000000001
482,"['yogurt', 'uht-milk', 'domestic_eggs', 'rolls/buns']",4,28.7
483,"['citrus_fruit', 'other_vegetables', 'whole_milk']",3,23.29
484,"['whole_milk', 'rolls/buns']",2,13.239999999999998
485,"['tropical_fruit', 'newspapers']",2,15.23
486,"['rolls/buns', 'margarine', 'newspapers']",3,15.379999999999999
487,"['whole_milk', 'dessert']",2,12.579999999999998
488,"['yogurt', 'rolls/buns']",2,11.82
489,"['frankfurter', 'pip_fruit', 'other_vegetables', 'whole_milk']",4,16.669999999999998
490,"['whole_milk', 'rolls/buns']",2,13.239999999999998
491,"['whole_milk', 'frozen_vegetables']",2,17.54
492,"['whole_milk', 'yogurt', 'white_bread', 'newspapers']",4,31.09
493,"['domestic_eggs', 'rolls/buns', 'soda']",3,18.450000000000003
494,"['soda', 'waffles']",2,16.53
495,"['butter_milk', 'coffee']",2,16.68
496,"['cream_cheese', 'soda']",2,14.84
497,"['frankfurter', 'pip_fruit', 'rolls/buns', 'bottled_water']",4,11.98
498,"['nuts/prunes', 'rolls/buns', 'soda']",3,24.39
499,"['rolls/buns', 'soda']",2,13.420000000000002
500,"['chocolate', 'candy']",2,21.509999999999998
501,"['beef', 'herbs', 'whole_milk']",3,32.14
502,"['frankfurter', 'rolls/buns', 'fruit/vegetable_juice']",3,10.379999999999999
503,"['pip_fruit', 'whole_milk', 'whipped/sour_cream', 'baking_powder']",4,28.79
504,"['butter', 'cleaner']",2,9.2
505,"['fruit/vegetable_juice', 'nut_snack']",2,4.34
506,"['meat', 'specialty_bar']",2,12.969999999999999
507,"['pip_fruit', 'butter', 'curd', 'chocolate']",4,29.54
508,"['other_vegetables', 'domestic_eggs']",2,7.74
509,"['whole_milk', 'white_bread', 'salty_snack']",3,26.32
510,"['dessert', 'frozen_dessert']",2,15.7
511,"['soda', 'long_life_bakery_product']",2,10.32
512,"['beef', 'other_vegetables', 'domestic_eggs', 'pastry']",4,28.41
513,"['spread_cheese', 'pastry']",2,15.04
514,"['citrus_fruit', 'tropical_fruit', 'other_vegetables', 'pot_plants']",4,43.35
515,"['rolls/buns', 'soda']",2,13.420000000000002
516,"['pip_fruit', 'roll_products', 'pot_plants']",3,23.24
517,"['pip_fruit', 'whole_milk']",2,10.559999999999999
518,"['other_vegetables', 'rolls/buns']",2,7.16
519,"['citrus_fruit', 'other_vegetables', 'butter', 'candy']",4,27.31
520,"['citrus_fruit', 'uht-milk', 'napkins']",3,26.56
521,"['rolls/buns', 'newspapers']",2,5.28
522,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4,30.669999999999998
523,"['frozen_fish', 'hygiene_articles', 'shopping_bags']",3,31.59
524,"['tropical_fruit', 'pastry', 'soda']",3,29.39
525,"['beverages', 'pastry']",2,17.92
526,"['whole_milk', 'rolls/buns', 'newspapers']",3,14.069999999999999
527,"['pastry', 'soda']",2,14.99
528,"['whole_milk', 'bottled_water', 'napkins']",3,14.069999999999999
529,"['pip_fruit', 'whole_milk']",2,10.559999999999999
530,"['yogurt', 'specialty_chocolate', 'seasonal_products']",3,21.55
531,"['whipped/sour_cream', 'baking_powder']",2,18.23
532,"['other_vegetables', 'cream_cheese', 'rolls/buns']",3,13.030000000000001
533,"['beef', 'frozen_fish', 'rolls/buns', 'margarine']",4,39.34
534,"['soda', 'house_keeping_products']",2,18.67
535,"['butter', 'rolls/buns', 'newspapers']",3,11.16
536,"['frozen_vegetables', 'sugar', 'coffee']",3,14.46
537,"['root_vegetables', 'whole_milk', 'domestic_eggs']",3,15.719999999999999
538,"['tropical_fruit', 'napkins']",2,17.32
539,"['whipped/sour_cream', 'rice', 'popcorn']",3,20.72
540,"['pip_fruit', 'coffee']",2,4.51
541,"['pip_fruit', 'yogurt', 'ice_cream', 'soda']",4,26.72
542,"['tropical_fruit', 'whole_milk', 'butter', 'brown_bread']",4,36.1
543,"['pip_fruit', 'napkins']",2,4.6899999999999995
544,"['rolls/buns', 'fruit/vegetable_juice']",2,6.98
545,"['tropical_fruit', 'rolls/buns']",2,18.85
546,"['whole_milk', 'pastry']",2,14.809999999999999
547,"['rolls/buns', 'meat_spreads']",2,14.580000000000002
548,"['butter', 'whipped/sour_cream', 'domestic_eggs', 'rolls/buns']",4,22.98
549,"['rolls/buns', 'bottled_water', 'soda']",3,15.780000000000001
550,"['whole_milk', 'brown_bread', 'newspapers']",3,16.65
551,"['dessert', 'zwieback']",2,8.16
552,"['frankfurter', 'domestic_eggs']",2,8.43
553,"['whipped/sour_cream', 'soda']",2,16.59
554,"['whole_milk', 'margarine', 'pot_plants']",3,33.339999999999996
555,"['curd', 'yogurt', 'frozen_vegetables']",3,23.43
556,"['citrus_fruit', 'pip_fruit', 'other_vegetables', 'canned_vegetables']",4,17.7
557,"['beverages', 'rolls/buns', 'long_life_bakery_product', 'shopping_bags']",4,30.62
558,"['root_vegetables', 'butter', 'pot_plants']",3,22.23
559,"['other_vegetables', 'soda']",2,11.68
560,"['chicken', 'other_vegetables', 'whole_milk']",3,17.14
561,"['chicken', 'napkins']",2,8.559999999999999
562,"['whipped/sour_cream', 'female_sanitary_products']",2,20.19
563,"['whole_milk', 'whipped/sour_cream']",2,16.41
564,"['root_vegetables', 'whole_milk', 'yogurt']",3,18.06
565,"['rolls/buns', 'brown_bread', 'bottled_water']",3,13.84
566,"['sweet_spreads', 'coffee', 'chocolate', 'seasonal_products']",4,40.13
567,"['beef', 'pot_plants']",2,29.1
568,"['frozen_vegetables', 'frozen_meals']",2,20.57
569,"['bottled_water', 'specialty_chocolate']",2,7.640000000000001
570,"['ice_cream', 'sugar', 'napkins', 'dishes']",4,27.07
571,"['butter', 'margarine']",2,15.98
572,"['whole_milk', 'bottled_water', 'fruit/vegetable_juice']",3,13.68
573,"['hard_cheese', 'newspapers']",2,8.16
574,"['soups', 'soda', 'shopping_bags']",3,28.42
575,"['pastry', 'soda']",2,14.99
576,"['onions', 'rolls/buns']",2,7.29
577,"['ice_cream', 'soda', 'fruit/vegetable_juice']",3,20.11
578,"['misc._beverages', 'cake_bar']",2,16.23
579,"['cat_food', 'chocolate', 'specialty_chocolate']",3,32.36
580,"['berries', 'other_vegetables', 'yogurt']",3,21.619999999999997
581,"['whole_milk', 'pot_plants']",2,23.24
582,"['root_vegetables', 'domestic_eggs']",2,6.93
583,"['ice_cream', 'bottled_water']",2,10.969999999999999
584,"['ice_cream', 'soda', 'specialty_chocolate']",3,22.86
585,"['curd', 'yogurt', 'waffles']",3,22.24
586,"['other_vegetables', 'domestic_eggs', 'soda']",3,16.71
587,"['other_vegetables', 'pastry']",2,8.73
588,"['root_vegetables', 'canned_vegetables', 'soda', 'shopping_bags']",4,25.22
589,"['pastry', 'salty_snack']",2,9.45
590,"['other_vegetables', 'brown_bread', 'soda']",3,18.71
591,"['other_vegetables', 'frozen_vegetables', 'pastry', 'specialty_bar']",4,18.58
592,"['chocolate', 'pot_plants']",2,29.03
593,"['other_vegetables', 'yogurt', 'fruit/vegetable_juice', 'shopping_bags']",4,25.53
594,"['pip_fruit', 'vinegar', 'bottled_water', 'shopping_bags']",4,18.75
595,"['mustard', 'soda', 'fruit/vegetable_juice']",3,23.8
596,"['whole_milk', 'margarine', 'bottled_water']",3,21.25
597,"['citrus_fruit', 'tropical_fruit', 'other_vegetables']",3,28.9
598,"['beef', 'grapes', 'fruit/vegetable_juice']",3,19.34
599,"['pip_fruit', 'sugar']",2,4.74
600,"['pip_fruit', 'domestic_eggs']",2,6.800000000000001
601,"['butter_milk', 'specialty_chocolate']",2,19.22
602,"['other_vegetables', 'dessert', 'waffles', 'light_bulbs']",4,26.93
603,"['domestic_eggs', 'cat_food', 'bottled_water']",3,19.89
604,"['root_vegetables', 'yogurt', 'fruit/vegetable_juice']",3,11.8
605,"['other_vegetables', 'yogurt']",2,10.08
606,"['other_vegetables', 'whole_milk', 'yogurt', 'spices']",4,20.869999999999997
607,"['pip_fruit', 'margarine']",2,11.87
608,"['berries', 'chewing_gum', 'seasonal_products', 'newspapers']",4,32.76
609,"['whole_milk', 'specialty_bar']",2,9.889999999999999
610,"['whole_milk', 'specialty_fat', 'soda']",3,20.36
611,"['cat_food', 'chocolate']",2,27.08
612,"['brown_bread', 'margarine', 'long_life_bakery_product', 'flower_(seeds)']",4,28.88
613,"['fish', 'brown_bread', 'pet_care', 'napkins']",4,20.94
614,"['whole_milk', 'brown_bread']",2,15.82
615,"['soda', 'chocolate', 'chocolate_marshmallow']",3,37.0
616,"['whole_milk', 'soda']",2,17.759999999999998
617,"['citrus_fruit', 'pip_fruit', 'whole_milk', 'bottled_water']",4,24.709999999999997
618,"['rolls/buns', 'soda']",2,13.420000000000002
619,"['butter_milk', 'hard_cheese']",2,21.27
620,"['pastry', 'soda']",2,14.99
621,"['spread_cheese', 'fruit/vegetable_juice']",2,11.549999999999999
622,"['frankfurter', 'onions', 'candy', 'detergent']",4,23.38
623,"['frankfurter', 'pip_fruit', 'newspapers']",3,6.0
624,"['rolls/buns', 'white_bread', 'dish_cleaner', 'shopping_bags']",4,38.31
625,"['other_vegetables', 'whole_milk', 'soda', 'chocolate']",4,35.05
626,"['citrus_fruit', 'pip_fruit']",2,13.559999999999999
627,"['flour', 'bottled_water', 'chocolate', 'specialty_chocolate']",4,26.9
628,"['frankfurter', 'rolls/buns']",2,7.85
629,"['frozen_vegetables', 'rolls/buns', 'pastry']",3,19.22
630,"['tropical_fruit', 'other_vegetables', 'whole_milk', 'frozen_meals']",4,37.72
631,"['frankfurter', 'beef', 'other_vegetables', 'rolls/buns']",4,25.21
632,"['sweet_spreads', 'cat_food']",2,26.41
633,"['pip_fruit', 'soda']",2,10.74
634,"['liver_loaf', 'whole_milk', 'yogurt']",3,20.05
635,"['curd', 'tidbits', 'soda']",3,25.35
636,"['bottled_water', 'fruit/vegetable_juice']",2,4.89
637,"['onions', 'spread_cheese']",2,11.86
638,"['rolls/buns', 'misc._beverages']",2,10.84
639,"['tropical_fruit', 'other_vegetables']",2,17.11
640,"['frankfurter', 'frozen_potato_products']",2,10.55
641,"['pip_fruit', 'soda', 'cake_bar', 'specialty_chocolate']",4,25.86
642,"['tropical_fruit', 'cream_cheese', 'chocolate']",3,34.85
643,"['whole_milk', 'yogurt']",2,16.16
644,"['pip_fruit', 'pastry']",2,7.789999999999999
645,"['domestic_eggs', 'rolls/buns']",2,9.48
646,"['citrus_fruit', 'male_cosmetics']",2,16.549999999999997
647,"['rolls/buns', 'tea']",2,9.98
648,"['rolls/buns', 'newspapers']",2,5.28
649,"['tropical_fruit', 'zwieback', 'bottled_water']",3,21.13
650,"['whole_milk', 'beverages', 'frozen_meals', 'frozen_dessert']",4,44.42
651,"['margarine', 'napkins']",2,13.02
652,"['dessert', 'rolls/buns', 'bottled_water', 'specialty_bar']",4,11.7
653,"['beef', 'whipped/sour_cream', 'napkins']",3,25.19
654,"['brown_bread', 'fruit/vegetable_juice', 'newspapers', 'shopping_bags']",4,23.31
655,"['sweet_spreads', 'soda', 'waffles']",3,30.44
656,"['pastry', 'instant_coffee']",2,10.93
657,"['whole_milk', 'hard_cheese', 'coffee']",3,18.86
658,"['other_vegetables', 'whipped/sour_cream']",2,10.33
659,"['pip_fruit', 'onions', 'whole_milk']",3,13.399999999999999
660,"['pastry', 'soda']",2,14.99
661,"['liver_loaf', 'rolls/buns', 'soda']",3,17.310000000000002
662,"['frankfurter', 'chicken', 'brown_bread', 'oil']",4,23.27
663,"['butter', 'yogurt', 'whipped/sour_cream']",3,20.87
664,"['yogurt', 'rolls/buns']",2,11.82
665,"['soda', 'chocolate', 'specialty_chocolate']",3,28.830000000000002
666,"['oil', 'fruit/vegetable_juice']",2,9.73
667,"['onions', 'yogurt', 'frozen_vegetables']",3,18.96
668,"['citrus_fruit', 'pip_fruit']",2,13.559999999999999
669,"['yogurt', 'pastry']",2,13.39
670,"['dish_cleaner', 'napkins']",2,9.76
671,"['yogurt', 'organic_products', 'shopping_bags']",3,28.06
672,"['sauces', 'specialty_chocolate']",2,10.22
673,"['brown_bread', 'pastry', 'pasta']",3,20.02
674,"['cream_cheese', 'ice_cream', 'white_bread', 'specialty_chocolate']",4,33.86
675,"['ice_cream', 'chocolate_marshmallow']",2,22.06
676,"['hard_cheese', 'soda']",2,16.3
677,"['detergent', 'decalcifier', 'hygiene_articles']",3,21.12
678,"['soda', 'specialty_bar']",2,10.07
679,"['pip_fruit', 'other_vegetables', 'whipped/sour_cream', 'oil']",4,19.3
680,"['whole_milk', 'butter_milk', 'yogurt']",3,30.099999999999998
681,"['beverages', 'rolls/buns']",2,16.35
682,"['ice_cream', 'frozen_dessert', 'salty_snack']",3,23.95
683,"['butter', 'sliced_cheese', 'misc._beverages', 'fruit/vegetable_juice']",4,25.73
684,"['beverages', 'waffles']",2,19.46
685,"['yogurt', 'bottled_water']",2,9.73
686,"['uht-milk', 'hygiene_articles', 'cling_film/bags', 'newspapers']",4,28.479999999999997
687,"['whole_milk', 'yogurt', 'rolls/buns', 'bottled_water']",4,22.97
688,"['yogurt', 'rolls/buns', 'pastry', 'soda']",4,26.810000000000002
689,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4,18.53
690,"['chocolate', 'specialty_bar']",2,15.68
691,"['citrus_fruit', 'tropical_fruit', 'fruit/vegetable_juice']",3,28.72
692,"['specialty_fat', 'sugar', 'cat_food']",3,18.07
693,"['spread_cheese', 'rolls/buns', 'brown_bread', 'soda']",4,29.47
694,"['whole_milk', 'pastry']",2,14.809999999999999
695,"['whole_milk', 'pastry']",2,14.809999999999999
696,"['beef', 'other_vegetables', 'whole_milk', 'rolls/buns']",4,30.6
697,"['pip_fruit', 'whole_milk', 'yogurt']",3,17.93
698,"['other_vegetables', 'rolls/buns']",2,7.16
699,"['rolls/buns', 'specialty_chocolate']",2,9.73
700,"['whole_milk', 'cat_food', 'bottled_water', 'napkins']",4,26.57
701,"['beverages', 'processed_cheese']",2,22.55
702,"['beef', 'root_vegetables', 'other_vegetables', 'whipped/sour_cream']",4,26.88
703,"['domestic_eggs', 'dish_cleaner', 'hygiene_articles']",3,20.4
704,"['processed_cheese', 'rolls/buns', 'soda']",3,24.07
705,"['citrus_fruit', 'curd']",2,19.099999999999998
706,"['pastry', 'candles']",2,18.45
707,"['berries', 'other_vegetables', 'whole_milk', 'whipped/sour_cream']",4,30.659999999999997
708,"['whole_milk', 'yogurt', 'whipped/sour_cream', 'sugar']",4,26.75
709,"['whole_milk', 'butter_milk', 'domestic_eggs']",3,27.759999999999998
710,"['rolls/buns', 'bottled_water']",2,6.8100000000000005
711,"['frankfurter', 'rolls/buns', 'napkins']",3,10.77
712,"['rolls/buns', 'pastry', 'soda']",3,19.44
713,"['uht-milk', 'margarine', 'bottled_water', 'soda']",4,33.28
714,"['pip_fruit', 'yogurt']",2,9.14
715,"['whole_milk', 'coffee']",2,11.53
716,"['pasta', 'fruit/vegetable_juice']",2,9.5
717,"['tropical_fruit', 'butter', 'brown_bread']",3,27.310000000000002
718,"['whole_milk', 'bottled_water']",2,11.149999999999999
719,"['rolls/buns', 'soda', 'specialty_bar']",3,14.520000000000001
720,"['rolls/buns', 'fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",4,9.16
721,"['pastry', 'fruit/vegetable_juice']",2,8.549999999999999
722,"['rolls/buns', 'soda']",2,13.420000000000002
723,"['domestic_eggs', 'soda']",2,14.0
724,"['onions', 'whole_milk', 'butter', 'frozen_fish']",4,27.65
725,"['tropical_fruit', 'rolls/buns', 'bottled_water']",3,21.21
726,"['root_vegetables', 'other_vegetables']",2,4.609999999999999
727,"['beef', 'root_vegetables']",2,16.55
728,"['citrus_fruit', 'shopping_bags']",2,24.71
729,"['snack_products', 'chocolate']",2,21.35
730,"['frozen_meals', 'frozen_fish', 'chocolate']",3,36.54
731,"['spread_cheese', 'rolls/buns']",2,13.469999999999999
732,"['herbs', 'whole_milk']",2,17.49
733,"['tropical_fruit', 'other_vegetables']",2,17.11
734,"['domestic_eggs', 'margarine', 'bottled_water']",3,17.49
735,"['frankfurter', 'domestic_eggs', 'rolls/buns']",3,12.88
736,"['whole_milk', 'spread_cheese']",2,17.81
737,"['soda', 'hygiene_articles', 'napkins']",3,20.42
738,"['bottled_water', 'chocolate']",2,16.94
739,"['whole_milk', 'frozen_vegetables']",2,17.54
740,"['herbs', 'misc._beverages', 'shopping_bags']",3,28.009999999999998
741,"['meat', 'curd', 'white_bread']",3,33.28
742,"['yogurt', 'waffles']",2,14.93
743,"['whipped/sour_cream', 'candy']",2,14.55
744,"['butter', 'oil', 'cling_film/bags']",3,20.35
745,"['yogurt', 'frozen_fish', 'ice_cream']",3,26.12
746,"['yogurt', 'whipped/sour_cream', 'hard_cheese', 'ketchup']",4,25.93
747,"['other_vegetables', 'whole_milk', 'coffee']",3,14.239999999999998
748,"['yogurt', 'rolls/buns', 'misc._beverages']",3,18.21
749,"['condensed_milk', 'coffee']",2,13.14
750,"['root_vegetables', 'pastry']",2,7.92
751,"['other_vegetables', 'oil']",2,9.91
752,"['citrus_fruit', 'rolls/buns', 'snack_products']",3,23.009999999999998
753,"['frankfurter', 'photo/film']",2,13.040000000000001
754,"['root_vegetables', 'yogurt', 'beverages', 'flour']",4,25.85
755,"['meat', 'citrus_fruit', 'whole_milk', 'spread_cheese']",4,41.47
756,"['rolls/buns', 'zwieback', 'chocolate_marshmallow', 'dishes']",4,34.84
757,"['cat_food', 'coffee']",2,15.24
758,"['hard_cheese', 'honey', 'candy']",3,25.85
759,"['rolls/buns', 'soda', 'newspapers']",3,14.25
760,"['curd', 'napkins']",2,10.23
761,"['meat', 'other_vegetables']",2,14.579999999999998
762,"['whole_milk', 'rolls/buns', 'pastry']",3,19.259999999999998
763,"['whole_milk', 'domestic_eggs', 'brown_bread', 'photo/film']",4,30.490000000000002
764,"['whole_milk', 'newspapers']",2,9.62
765,"['root_vegetables', 'other_vegetables', 'frozen_vegetables']",3,13.36
766,"['whole_milk', 'whipped/sour_cream']",2,16.41
767,"['meat', 'root_vegetables', 'whole_milk', 'newspapers']",4,23.389999999999997
768,"['finished_products', 'misc._beverages']",2,18.56
769,"['whole_milk', 'frozen_meals', 'rolls/buns', 'margarine']",4,35.16
770,"['curd', 'yogurt']",2,14.68
771,"['coffee', 'fruit/vegetable_juice']",2,5.27
772,"['whole_milk', 'curd', 'brown_bread']",3,23.13
773,"['yogurt', 'rolls/buns', 'meat_spreads', 'soda']",4,30.92
774,"['beef', 'citrus_fruit', 'whole_milk']",3,35.23
775,"['yogurt', 'uht-milk', 'rolls/buns', 'candles']",4,36.1
776,"['finished_products', 'soda', 'specialty_chocolate']",3,26.42
777,"['tropical_fruit', 'whole_milk']",2,23.189999999999998
778,"['chicken', 'sugar', 'photo/film']",3,18.25
779,"['hard_cheese', 'white_bread', 'brown_bread']",3,28.46
780,"['tropical_fruit', 'rolls/buns', 'pastry']",3,24.87
781,"['other_vegetables', 'pastry', 'candy', 'napkins']",4,18.58
782,"['domestic_eggs', 'rolls/buns']",2,9.48
783,"['pastry', 'soda']",2,14.99
784,"['dessert', 'rolls/buns', 'sugar', 'bottled_water']",4,13.57
785,"['pip_fruit', 'whole_milk', 'domestic_eggs']",3,15.59
786,"['root_vegetables', 'whole_milk', 'rolls/buns', 'specialty_chocolate']",4,20.419999999999998
787,"['root_vegetables', 'yogurt', 'pastry']",3,15.29
788,"['other_vegetables', 'rolls/buns', 'soda']",3,16.130000000000003
789,"['butter_milk', 'canned_fish']",2,17.73
790,"['butter_milk', 'soft_cheese', 'rolls/buns']",3,28.31
791,"['onions', 'other_vegetables', 'specialty_cheese']",3,13.21
792,"['whole_milk', 'curd', 'dessert', 'shopping_bags']",4,32.81
793,"['rolls/buns', 'soda', 'waffles', 'chewing_gum']",4,32.47
794,"['rolls/buns', 'brown_bread', 'fruit/vegetable_juice', 'newspapers']",4,14.84
795,"['mayonnaise', 'rolls/buns']",2,13.030000000000001
796,"['citrus_fruit', 'other_vegetables', 'whole_milk', 'flour']",4,27.97
797,"['soda', 'chewing_gum', 'newspapers', 'photo/film']",4,30.93
798,"['whole_milk', 'rolls/buns']",2,13.239999999999998
799,"['tropical_fruit', 'candy']",2,21.33
800,"['frankfurter', 'white_bread', 'margarine', 'shopping_bags']",4,40.519999999999996
801,"['whole_milk', 'fruit/vegetable_juice']",2,11.319999999999999
802,"['pastry', 'newspapers']",2,6.85
803,"['condensed_milk', 'coffee']",2,13.14
804,"['pastry', 'soda']",2,14.99
805,"['soda', 'fruit/vegetable_juice', 'specialty_bar']",3,12.600000000000001
806,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4,32.27
807,"['whipped/sour_cream', 'domestic_eggs', 'margarine']",3,22.75
808,"['root_vegetables', 'other_vegetables', 'photo/film']",3,14.25
809,"['pastry', 'soda']",2,14.99
810,"['yogurt', 'rolls/buns']",2,11.82
811,"['frankfurter', 'rolls/buns', 'brown_bread', 'shopping_bags']",4,27.8
812,"['specialty_cheese', 'hygiene_articles', 'newspapers', 'shopping_bags']",4,29.939999999999998
813,"['rolls/buns', 'pastry']",2,10.469999999999999
814,"['dental_care', 'male_cosmetics']",2,12.16
815,"['rolls/buns', 'soda']",2,13.420000000000002
816,"['whole_milk', 'pastry', 'soda']",3,23.78
817,"['beef', 'tropical_fruit', 'root_vegetables', 'whole_milk']",4,39.74
818,"['dessert', 'beverages', 'ice_cream', 'soda']",4,33.27
819,"['whole_milk', 'frozen_vegetables']",2,17.54
820,"['whole_milk', 'curd', 'margarine']",3,26.2
821,"['rolls/buns', 'canned_fruit']",2,12.989999999999998
822,"['beverages', 'waffles']",2,19.46
823,"['whole_milk', 'brown_bread', 'pastry']",3,21.84
824,"['whole_milk', 'frozen_dessert', 'margarine', 'snack_products']",4,37.57
825,"['frankfurter', 'rolls/buns']",2,7.85
826,"['bottled_water', 'long_life_bakery_product']",2,3.71
827,"['other_vegetables', 'white_bread', 'newspapers']",3,17.64
828,"['rolls/buns', 'soda']",2,13.420000000000002
829,"['berries', 'cookware', 'flower_(seeds)']",3,36.47
830,"['photo/film', 'shopping_bags']",2,22.560000000000002
831,"['other_vegetables', 'specialty_cheese']",2,10.370000000000001
832,"['ice_cream', 'chewing_gum']",2,20.1
833,"['frozen_meals', 'pastry', 'pasta']",3,24.81
834,"['frankfurter', 'root_vegetables']",2,5.3
835,"['frozen_meals', 'soda', 'shopping_bags']",3,33.71
836,"['pastry', 'soda']",2,14.99
837,"['cat_food', 'waffles']",2,20.06
838,"['bottled_water', 'soda']",2,11.33
839,"['soda', 'chocolate']",2,23.55
840,"['pastry', 'soda']",2,14.99
841,"['brown_bread', 'bottled_water']",2,9.39
842,"['long_life_bakery_product', 'pot_plants']",2,15.799999999999999
843,"['butter', 'napkins']",2,8.8
844,"['whole_milk', 'seasonal_products', 'shopping_bags']",3,30.61
845,"['rolls/buns', 'brown_bread']",2,11.48
846,"['dessert', 'soft_cheese', 'rolls/buns']",3,18.16
847,"['whole_milk', 'canned_fish', 'newspapers']",3,13.409999999999998
848,"['whole_milk', 'newspapers']",2,9.62
849,"['citrus_fruit', 'whole_milk']",2,20.58
850,"['chocolate', 'napkins']",2,17.5
851,"['rolls/buns', 'white_bread', 'waffles']",3,26.11
852,"['root_vegetables', 'whole_milk', 'rolls/buns']",3,15.139999999999999
853,"['tropical_fruit', 'domestic_eggs', 'newspapers']",3,20.26
854,"['whipped/sour_cream', 'candy']",2,14.55
855,"['other_vegetables', 'soda', 'specialty_bar']",3,12.780000000000001
856,"['fish', 'rolls/buns', 'pot_plants']",3,25.02
857,"['pip_fruit', 'yogurt']",2,9.14
858,"['yogurt', 'frozen_vegetables', 'decalcifier']",3,18.5
859,"['whole_milk', 'frozen_meals', 'pasta', 'candy']",4,34.51
860,"['whole_milk', 'cereals']",2,18.45
861,"['bottled_water', 'soda']",2,11.33
862,"['whole_milk', 'napkins']",2,11.709999999999999
863,"['whole_milk', 'specialty_bar']",2,9.889999999999999
864,"['dessert', 'frozen_potato_products', 'specialty_chocolate']",3,16.22
865,"['onions', 'other_vegetables', 'spread_cheese', 'misc._beverages']",4,20.96
866,"['frankfurter', 'curd', 'semi-finished_bread']",3,13.77
867,"['other_vegetables', 'whole_milk']",2,11.5
868,"['root_vegetables', 'whole_milk', 'hard_cheese', 'candy']",4,24.95
869,"['finished_products', 'pip_fruit', 'frozen_potato_products', 'soda']",4,30.060000000000002
870,"['soda', 'shopping_bags']",2,21.89
871,"['fruit/vegetable_juice', 'salty_snack']",2,5.96
872,"['yogurt', 'misc._beverages']",2,13.76
873,"['cream_cheese', 'rolls/buns', 'candy', 'shopping_bags']",4,30.17
874,"['whole_milk', 'beverages']",2,20.689999999999998
875,"['roll_products', 'misc._beverages']",2,13.41
876,"['butter_milk', 'pastry']",2,19.96
