TransactionID,Items,Basket_Size
516,"['pip_fruit', 'roll_products', 'pot_plants']",3
517,"['pip_fruit', 'whole_milk']",2
518,"['other_vegetables', 'rolls/buns']",2
519,"['citrus_fruit', 'other_vegetables', 'butter', 'candy']",4
520,"['citrus_fruit', 'uht-milk', 'napkins']",3
521,"['rolls/buns', 'newspapers']",2
522,"['citrus_fruit', 'tropical_fruit', 'pip_fruit', 'other_vegetables']",4
523,"['frozen_fish', 'hygiene_articles', 'shopping_bags']",3
524,"['tropical_fruit', 'pastry', 'soda']",3
525,"['beverages', 'pastry']",2
526,"['whole_milk', 'rolls/buns', 'newspapers']",3
527,"['pastry', 'soda']",2
528,"['whole_milk', 'bottled_water', 'napkins']",3
529,"['pip_fruit', 'whole_milk']",2
530,"['yogurt', 'specialty_chocolate', 'seasonal_products']",3
531,"['whipped/sour_cream', 'baking_powder']",2
532,"['other_vegetables', 'cream_cheese', 'rolls/buns']",3
533,"['beef', 'frozen_fish', 'rolls/buns', 'margarine']",4
534,"['soda', 'house_keeping_products']",2
535,"['butter', 'rolls/buns', 'newspapers']",3
536,"['frozen_vegetables', 'sugar', 'coffee']",3
537,"['root_vegetables', 'whole_milk', 'domestic_eggs']",3
538,"['tropical_fruit', 'napkins']",2
539,"['whipped/sour_cream', 'rice', 'popcorn']",3
540,"['pip_fruit', 'coffee']",2
541,"['pip_fruit', 'yogurt', 'ice_cream', 'soda']",4
542,"['tropical_fruit', 'whole_milk', 'butter', 'brown_bread']",4
543,"['pip_fruit', 'napkins']",2
544,"['rolls/buns', 'fruit/vegetable_juice']",2
545,"['tropical_fruit', 'rolls/buns']",2
546,"['whole_milk', 'pastry']",2
547,"['rolls/buns', 'meat_spreads']",2
548,"['butter', 'whipped/sour_cream', 'domestic_eggs', 'rolls/buns']",4
549,"['rolls/buns', 'bottled_water', 'soda']",3
550,"['whole_milk', 'brown_bread', 'newspapers']",3
551,"['dessert', 'zwieback']",2
552,"['frankfurter', 'domestic_eggs']",2
553,"['whipped/sour_cream', 'soda']",2
554,"['whole_milk', 'margarine', 'pot_plants']",3
555,"['curd', 'yogurt', 'frozen_vegetables']",3
556,"['citrus_fruit', 'pip_fruit', 'other_vegetables', 'canned_vegetables']",4
557,"['beverages', 'rolls/buns', 'long_life_bakery_product', 'shopping_bags']",4
558,"['root_vegetables', 'butter', 'pot_plants']",3
559,"['other_vegetables', 'soda']",2
560,"['chicken', 'other_vegetables', 'whole_milk']",3
561,"['chicken', 'napkins']",2
562,"['whipped/sour_cream', 'female_sanitary_products']",2
563,"['whole_milk', 'whipped/sour_cream']",2
564,"['root_vegetables', 'whole_milk', 'yogurt']",3
565,"['rolls/buns', 'brown_bread', 'bottled_water']",3
566,"['sweet_spreads', 'coffee', 'chocolate', 'seasonal_products']",4
567,"['beef', 'pot_plants']",2
568,"['frozen_vegetables', 'frozen_meals']",2
569,"['bottled_water', 'specialty_chocolate']",2
570,"['ice_cream', 'sugar', 'napkins', 'dishes']",4
571,"['butter', 'margarine']",2
572,"['whole_milk', 'bottled_water', 'fruit/vegetable_juice']",3
573,"['hard_cheese', 'newspapers']",2
574,"['soups', 'soda', 'shopping_bags']",3
575,"['pastry', 'soda']",2
576,"['onions', 'rolls/buns']",2
577,"['ice_cream', 'soda', 'fruit/vegetable_juice']",3
578,"['misc._beverages', 'cake_bar']",2
579,"['cat_food', 'chocolate', 'specialty_chocolate']",3
580,"['berries', 'other_vegetables', 'yogurt']",3
581,"['whole_milk', 'pot_plants']",2
582,"['root_vegetables', 'domestic_eggs']",2
583,"['ice_cream', 'bottled_water']",2
584,"['ice_cream', 'soda', 'specialty_chocolate']",3
585,"['curd', 'yogurt', 'waffles']",3
586,"['other_vegetables', 'domestic_eggs', 'soda']",3
587,"['other_vegetables', 'pastry']",2
588,"['root_vegetables', 'canned_vegetables', 'soda', 'shopping_bags']",4
589,"['pastry', 'salty_snack']",2
590,"['other_vegetables', 'brown_bread', 'soda']",3
591,"['other_vegetables', 'frozen_vegetables', 'pastry', 'specialty_bar']",4
592,"['chocolate', 'pot_plants']",2
593,"['other_vegetables', 'yogurt', 'fruit/vegetable_juice', 'shopping_bags']",4
594,"['pip_fruit', 'vinegar', 'bottled_water', 'shopping_bags']",4
595,"['mustard', 'soda', 'fruit/vegetable_juice']",3
596,"['whole_milk', 'margarine', 'bottled_water']",3
597,"['citrus_fruit', 'tropical_fruit', 'other_vegetables']",3
598,"['beef', 'grapes', 'fruit/vegetable_juice']",3
599,"['pip_fruit', 'sugar']",2
600,"['pip_fruit', 'domestic_eggs']",2
601,"['butter_milk', 'specialty_chocolate']",2
602,"['other_vegetables', 'dessert', 'waffles', 'light_bulbs']",4
603,"['domestic_eggs', 'cat_food', 'bottled_water']",3
604,"['root_vegetables', 'yogurt', 'fruit/vegetable_juice']",3
605,"['other_vegetables', 'yogurt']",2
606,"['other_vegetables', 'whole_milk', 'yogurt', 'spices']",4
607,"['pip_fruit', 'margarine']",2
608,"['berries', 'chewing_gum', 'seasonal_products', 'newspapers']",4
609,"['whole_milk', 'specialty_bar']",2
610,"['whole_milk', 'specialty_fat', 'soda']",3
611,"['cat_food', 'chocolate']",2
612,"['brown_bread', 'margarine', 'long_life_bakery_product', 'flower_(seeds)']",4
613,"['fish', 'brown_bread', 'pet_care', 'napkins']",4
614,"['whole_milk', 'brown_bread']",2
615,"['soda', 'chocolate', 'chocolate_marshmallow']",3
616,"['whole_milk', 'soda']",2
617,"['citrus_fruit', 'pip_fruit', 'whole_milk', 'bottled_water']",4
618,"['rolls/buns', 'soda']",2
619,"['butter_milk', 'hard_cheese']",2
620,"['pastry', 'soda']",2
621,"['spread_cheese', 'fruit/vegetable_juice']",2
622,"['frankfurter', 'onions', 'candy', 'detergent']",4
623,"['frankfurter', 'pip_fruit', 'newspapers']",3
624,"['rolls/buns', 'white_bread', 'dish_cleaner', 'shopping_bags']",4
625,"['other_vegetables', 'whole_milk', 'soda', 'chocolate']",4
626,"['citrus_fruit', 'pip_fruit']",2
627,"['flour', 'bottled_water', 'chocolate', 'specialty_chocolate']",4
628,"['frankfurter', 'rolls/buns']",2
629,"['frozen_vegetables', 'rolls/buns', 'pastry']",3
630,"['tropical_fruit', 'other_vegetables', 'whole_milk', 'frozen_meals']",4
631,"['frankfurter', 'beef', 'other_vegetables', 'rolls/buns']",4
632,"['sweet_spreads', 'cat_food']",2
633,"['pip_fruit', 'soda']",2
634,"['liver_loaf', 'whole_milk', 'yogurt']",3
635,"['curd', 'tidbits', 'soda']",3
636,"['bottled_water', 'fruit/vegetable_juice']",2
637,"['onions', 'spread_cheese']",2
638,"['rolls/buns', 'misc._beverages']",2
639,"['tropical_fruit', 'other_vegetables']",2
640,"['frankfurter', 'frozen_potato_products']",2
641,"['pip_fruit', 'soda', 'cake_bar', 'specialty_chocolate']",4
642,"['tropical_fruit', 'cream_cheese', 'chocolate']",3
643,"['whole_milk', 'yogurt']",2
644,"['pip_fruit', 'pastry']",2
645,"['domestic_eggs', 'rolls/buns']",2
646,"['citrus_fruit', 'male_cosmetics']",2
647,"['rolls/buns', 'tea']",2
648,"['rolls/buns', 'newspapers']",2
649,"['tropical_fruit', 'zwieback', 'bottled_water']",3
650,"['whole_milk', 'beverages', 'frozen_meals', 'frozen_dessert']",4
651,"['margarine', 'napkins']",2
652,"['dessert', 'rolls/buns', 'bottled_water', 'specialty_bar']",4
653,"['beef', 'whipped/sour_cream', 'napkins']",3
654,"['brown_bread', 'fruit/vegetable_juice', 'newspapers', 'shopping_bags']",4
655,"['sweet_spreads', 'soda', 'waffles']",3
656,"['pastry', 'instant_coffee']",2
657,"['whole_milk', 'hard_cheese', 'coffee']",3
658,"['other_vegetables', 'whipped/sour_cream']",2
659,"['pip_fruit', 'onions', 'whole_milk']",3
660,"['pastry', 'soda']",2
661,"['liver_loaf', 'rolls/buns', 'soda']",3
662,"['frankfurter', 'chicken', 'brown_bread', 'oil']",4
663,"['butter', 'yogurt', 'whipped/sour_cream']",3
664,"['yogurt', 'rolls/buns']",2
665,"['soda', 'chocolate', 'specialty_chocolate']",3
666,"['oil', 'fruit/vegetable_juice']",2
667,"['onions', 'yogurt', 'frozen_vegetables']",3
668,"['citrus_fruit', 'pip_fruit']",2
669,"['yogurt', 'pastry']",2
670,"['dish_cleaner', 'napkins']",2
671,"['yogurt', 'organic_products', 'shopping_bags']",3
672,"['sauces', 'specialty_chocolate']",2
673,"['brown_bread', 'pastry', 'pasta']",3
674,"['cream_cheese', 'ice_cream', 'white_bread', 'specialty_chocolate']",4
675,"['ice_cream', 'chocolate_marshmallow']",2
676,"['hard_cheese', 'soda']",2
677,"['detergent', 'decalcifier', 'hygiene_articles']",3
678,"['soda', 'specialty_bar']",2
679,"['pip_fruit', 'other_vegetables', 'whipped/sour_cream', 'oil']",4
680,"['whole_milk', 'butter_milk', 'yogurt']",3
681,"['beverages', 'rolls/buns']",2
682,"['ice_cream', 'frozen_dessert', 'salty_snack']",3
683,"['butter', 'sliced_cheese', 'misc._beverages', 'fruit/vegetable_juice']",4
684,"['beverages', 'waffles']",2
685,"['yogurt', 'bottled_water']",2
686,"['uht-milk', 'hygiene_articles', 'cling_film/bags', 'newspapers']",4
687,"['whole_milk', 'yogurt', 'rolls/buns', 'bottled_water']",4
688,"['yogurt', 'rolls/buns', 'pastry', 'soda']",4
689,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4
690,"['chocolate', 'specialty_bar']",2
691,"['citrus_fruit', 'tropical_fruit', 'fruit/vegetable_juice']",3
692,"['specialty_fat', 'sugar', 'cat_food']",3
693,"['spread_cheese', 'rolls/buns', 'brown_bread', 'soda']",4
694,"['whole_milk', 'pastry']",2
695,"['whole_milk', 'pastry']",2
696,"['beef', 'other_vegetables', 'whole_milk', 'rolls/buns']",4
697,"['pip_fruit', 'whole_milk', 'yogurt']",3
698,"['other_vegetables', 'rolls/buns']",2
699,"['rolls/buns', 'specialty_chocolate']",2
700,"['whole_milk', 'cat_food', 'bottled_water', 'napkins']",4
701,"['beverages', 'processed_cheese']",2
702,"['beef', 'root_vegetables', 'other_vegetables', 'whipped/sour_cream']",4
703,"['domestic_eggs', 'dish_cleaner', 'hygiene_articles']",3
704,"['processed_cheese', 'rolls/buns', 'soda']",3
705,"['citrus_fruit', 'curd']",2
706,"['pastry', 'candles']",2
707,"['berries', 'other_vegetables', 'whole_milk', 'whipped/sour_cream']",4
708,"['whole_milk', 'yogurt', 'whipped/sour_cream', 'sugar']",4
709,"['whole_milk', 'butter_milk', 'domestic_eggs']",3
710,"['rolls/buns', 'bottled_water']",2
711,"['frankfurter', 'rolls/buns', 'napkins']",3
712,"['rolls/buns', 'pastry', 'soda']",3
713,"['uht-milk', 'margarine', 'bottled_water', 'soda']",4
714,"['pip_fruit', 'yogurt']",2
715,"['whole_milk', 'coffee']",2
716,"['pasta', 'fruit/vegetable_juice']",2
717,"['tropical_fruit', 'butter', 'brown_bread']",3
718,"['whole_milk', 'bottled_water']",2
719,"['rolls/buns', 'soda', 'specialty_bar']",3
720,"['rolls/buns', 'fruit/vegetable_juice', 'long_life_bakery_product', 'newspapers']",4
721,"['pastry', 'fruit/vegetable_juice']",2
722,"['rolls/buns', 'soda']",2
723,"['domestic_eggs', 'soda']",2
724,"['onions', 'whole_milk', 'butter', 'frozen_fish']",4
725,"['tropical_fruit', 'rolls/buns', 'bottled_water']",3
726,"['root_vegetables', 'other_vegetables']",2
727,"['beef', 'root_vegetables']",2
728,"['citrus_fruit', 'shopping_bags']",2
729,"['snack_products', 'chocolate']",2
730,"['frozen_meals', 'frozen_fish', 'chocolate']",3
731,"['spread_cheese', 'rolls/buns']",2
732,"['herbs', 'whole_milk']",2
733,"['tropical_fruit', 'other_vegetables']",2
734,"['domestic_eggs', 'margarine', 'bottled_water']",3
735,"['frankfurter', 'domestic_eggs', 'rolls/buns']",3
736,"['whole_milk', 'spread_cheese']",2
737,"['soda', 'hygiene_articles', 'napkins']",3
738,"['bottled_water', 'chocolate']",2
739,"['whole_milk', 'frozen_vegetables']",2
740,"['herbs', 'misc._beverages', 'shopping_bags']",3
741,"['meat', 'curd', 'white_bread']",3
742,"['yogurt', 'waffles']",2
743,"['whipped/sour_cream', 'candy']",2
744,"['butter', 'oil', 'cling_film/bags']",3
745,"['yogurt', 'frozen_fish', 'ice_cream']",3
746,"['yogurt', 'whipped/sour_cream', 'hard_cheese', 'ketchup']",4
747,"['other_vegetables', 'whole_milk', 'coffee']",3
748,"['yogurt', 'rolls/buns', 'misc._beverages']",3
749,"['condensed_milk', 'coffee']",2
750,"['root_vegetables', 'pastry']",2
751,"['other_vegetables', 'oil']",2
752,"['citrus_fruit', 'rolls/buns', 'snack_products']",3
753,"['frankfurter', 'photo/film']",2
754,"['root_vegetables', 'yogurt', 'beverages', 'flour']",4
755,"['meat', 'citrus_fruit', 'whole_milk', 'spread_cheese']",4
756,"['rolls/buns', 'zwieback', 'chocolate_marshmallow', 'dishes']",4
757,"['cat_food', 'coffee']",2
758,"['hard_cheese', 'honey', 'candy']",3
759,"['rolls/buns', 'soda', 'newspapers']",3
760,"['curd', 'napkins']",2
761,"['meat', 'other_vegetables']",2
762,"['whole_milk', 'rolls/buns', 'pastry']",3
763,"['whole_milk', 'domestic_eggs', 'brown_bread', 'photo/film']",4
764,"['whole_milk', 'newspapers']",2
765,"['root_vegetables', 'other_vegetables', 'frozen_vegetables']",3
766,"['whole_milk', 'whipped/sour_cream']",2
767,"['meat', 'root_vegetables', 'whole_milk', 'newspapers']",4
768,"['finished_products', 'misc._beverages']",2
769,"['whole_milk', 'frozen_meals', 'rolls/buns', 'margarine']",4
770,"['curd', 'yogurt']",2
771,"['coffee', 'fruit/vegetable_juice']",2
772,"['whole_milk', 'curd', 'brown_bread']",3
773,"['yogurt', 'rolls/buns', 'meat_spreads', 'soda']",4
774,"['beef', 'citrus_fruit', 'whole_milk']",3
775,"['yogurt', 'uht-milk', 'rolls/buns', 'candles']",4
776,"['finished_products', 'soda', 'specialty_chocolate']",3
777,"['tropical_fruit', 'whole_milk']",2
778,"['chicken', 'sugar', 'photo/film']",3
779,"['hard_cheese', 'white_bread', 'brown_bread']",3
780,"['tropical_fruit', 'rolls/buns', 'pastry']",3
781,"['other_vegetables', 'pastry', 'candy', 'napkins']",4
782,"['domestic_eggs', 'rolls/buns']",2
783,"['pastry', 'soda']",2
784,"['dessert', 'rolls/buns', 'sugar', 'bottled_water']",4
785,"['pip_fruit', 'whole_milk', 'domestic_eggs']",3
786,"['root_vegetables', 'whole_milk', 'rolls/buns', 'specialty_chocolate']",4
787,"['root_vegetables', 'yogurt', 'pastry']",3
788,"['other_vegetables', 'rolls/buns', 'soda']",3
789,"['butter_milk', 'canned_fish']",2
790,"['butter_milk', 'soft_cheese', 'rolls/buns']",3
791,"['onions', 'other_vegetables', 'specialty_cheese']",3
792,"['whole_milk', 'curd', 'dessert', 'shopping_bags']",4
793,"['rolls/buns', 'soda', 'waffles', 'chewing_gum']",4
794,"['rolls/buns', 'brown_bread', 'fruit/vegetable_juice', 'newspapers']",4
795,"['mayonnaise', 'rolls/buns']",2
796,"['citrus_fruit', 'other_vegetables', 'whole_milk', 'flour']",4
797,"['soda', 'chewing_gum', 'newspapers', 'photo/film']",4
798,"['whole_milk', 'rolls/buns']",2
799,"['tropical_fruit', 'candy']",2
800,"['frankfurter', 'white_bread', 'margarine', 'shopping_bags']",4
801,"['whole_milk', 'fruit/vegetable_juice']",2
802,"['pastry', 'newspapers']",2
803,"['condensed_milk', 'coffee']",2
804,"['pastry', 'soda']",2
805,"['soda', 'fruit/vegetable_juice', 'specialty_bar']",3
806,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4
807,"['whipped/sour_cream', 'domestic_eggs', 'margarine']",3
808,"['root_vegetables', 'other_vegetables', 'photo/film']",3
809,"['pastry', 'soda']",2
810,"['yogurt', 'rolls/buns']",2
811,"['frankfurter', 'rolls/buns', 'brown_bread', 'shopping_bags']",4
812,"['specialty_cheese', 'hygiene_articles', 'newspapers', 'shopping_bags']",4
813,"['rolls/buns', 'pastry']",2
814,"['dental_care', 'male_cosmetics']",2
815,"['rolls/buns', 'soda']",2
816,"['whole_milk', 'pastry', 'soda']",3
817,"['beef', 'tropical_fruit', 'root_vegetables', 'whole_milk']",4
818,"['dessert', 'beverages', 'ice_cream', 'soda']",4
819,"['whole_milk', 'frozen_vegetables']",2
820,"['whole_milk', 'curd', 'margarine']",3
821,"['rolls/buns', 'canned_fruit']",2
822,"['beverages', 'waffles']",2
823,"['whole_milk', 'brown_bread', 'pastry']",3
824,"['whole_milk', 'frozen_dessert', 'margarine', 'snack_products']",4
825,"['frankfurter', 'rolls/buns']",2
826,"['bottled_water', 'long_life_bakery_product']",2
827,"['other_vegetables', 'white_bread', 'newspapers']",3
828,"['rolls/buns', 'soda']",2
829,"['berries', 'cookware', 'flower_(seeds)']",3
830,"['photo/film', 'shopping_bags']",2
831,"['other_vegetables', 'specialty_cheese']",2
832,"['ice_cream', 'chewing_gum']",2
833,"['frozen_meals', 'pastry', 'pasta']",3
834,"['frankfurter', 'root_vegetables']",2
835,"['frozen_meals', 'soda', 'shopping_bags']",3
836,"['pastry', 'soda']",2
837,"['cat_food', 'waffles']",2
838,"['bottled_water', 'soda']",2
839,"['soda', 'chocolate']",2
840,"['pastry', 'soda']",2
841,"['brown_bread', 'bottled_water']",2
842,"['long_life_bakery_product', 'pot_plants']",2
843,"['butter', 'napkins']",2
844,"['whole_milk', 'seasonal_products', 'shopping_bags']",3
845,"['rolls/buns', 'brown_bread']",2
846,"['dessert', 'soft_cheese', 'rolls/buns']",3
847,"['whole_milk', 'canned_fish', 'newspapers']",3
848,"['whole_milk', 'newspapers']",2
849,"['citrus_fruit', 'whole_milk']",2
850,"['chocolate', 'napkins']",2
851,"['rolls/buns', 'white_bread', 'waffles']",3
852,"['root_vegetables', 'whole_milk', 'rolls/buns']",3
853,"['tropical_fruit', 'domestic_eggs', 'newspapers']",3
854,"['whipped/sour_cream', 'candy']",2
855,"['other_vegetables', 'soda', 'specialty_bar']",3
856,"['fish', 'rolls/buns', 'pot_plants']",3
857,"['pip_fruit', 'yogurt']",2
858,"['yogurt', 'frozen_vegetables', 'decalcifier']",3
859,"['whole_milk', 'frozen_meals', 'pasta', 'candy']",4
860,"['whole_milk', 'cereals']",2
861,"['bottled_water', 'soda']",2
862,"['whole_milk', 'napkins']",2
863,"['whole_milk', 'specialty_bar']",2
864,"['dessert', 'frozen_potato_products', 'specialty_chocolate']",3
865,"['onions', 'other_vegetables', 'spread_cheese', 'misc._beverages']",4
866,"['frankfurter', 'curd', 'semi-finished_bread']",3
867,"['other_vegetables', 'whole_milk']",2
868,"['root_vegetables', 'whole_milk', 'hard_cheese', 'candy']",4
869,"['finished_products', 'pip_fruit', 'frozen_potato_products', 'soda']",4
870,"['soda', 'shopping_bags']",2
871,"['fruit/vegetable_juice', 'salty_snack']",2
872,"['yogurt', 'misc._beverages']",2
873,"['cream_cheese', 'rolls/buns', 'candy', 'shopping_bags']",4
874,"['whole_milk', 'beverages']",2
875,"['roll_products', 'misc._beverages']",2
876,"['butter_milk', 'pastry']",2
877,"['misc._beverages', 'salty_snack']",2
878,"['butter', 'ice_cream', 'margarine', 'soda']",4
879,"['yogurt', 'frozen_vegetables']",2
880,"['root_vegetables', 'whole_milk', 'rolls/buns']",3
881,"['uht-milk', 'bottled_water', 'soda']",3
882,"['whole_milk', 'dessert', 'butter_milk']",3
883,"['salty_snack', 'female_sanitary_products']",2
884,"['soda', 'skin_care']",2
885,"['citrus_fruit', 'tropical_fruit', 'ice_cream']",3
886,"['citrus_fruit', 'tropical_fruit', 'brown_bread', 'napkins']",4
887,"['bottled_water', 'soda', 'waffles']",3
888,"['curd', 'cake_bar']",2
889,"['specialty_cheese', 'chewing_gum']",2
890,"['other_vegetables', 'white_bread']",2
891,"['whole_milk', 'cream_cheese', 'salty_snack', 'candy']",4
892,"['root_vegetables', 'whole_milk', 'roll_products']",3
893,"['pasta', 'soda', 'snack_products', 'cake_bar']",4
894,"['whole_milk', 'frozen_vegetables', 'coffee']",3
895,"['beef', 'other_vegetables']",2
896,"['frankfurter', 'rolls/buns', 'margarine', 'soda']",4
897,"['beef', 'other_vegetables', 'margarine', 'soda']",4
898,"['whole_milk', 'frozen_meals', 'specialty_chocolate']",3
899,"['other_vegetables', 'pot_plants']",2
900,"['onions', 'roll_products']",2
901,"['zwieback', 'long_life_bakery_product', 'dental_care']",3
902,"['frankfurter', 'curd_cheese']",2
903,"['onions', 'yogurt', 'ice_cream']",3
904,"['curd', 'cat_food', 'soda']",3
905,"['other_vegetables', 'processed_cheese', 'tea']",3
906,"['whipped/sour_cream', 'domestic_eggs', 'bottled_water', 'soda']",4
907,"['root_vegetables', 'semi-finished_bread', 'specialty_bar']",3
908,"['pip_fruit', 'soft_cheese', 'tidbits']",3
909,"['soda', 'specialty_bar']",2
910,"['cereals', 'specialty_chocolate', 'pot_plants']",3
911,"['frankfurter', 'soda', 'shopping_bags']",3
912,"['uht-milk', 'cream_cheese', 'spread_cheese', 'rolls/buns']",4
913,"['misc._beverages', 'specialty_chocolate']",2
914,"['bottled_water', 'soda']",2
915,"['meat_spreads', 'specialty_bar']",2
916,"['brown_bread', 'bottled_water', 'specialty_bar']",3
917,"['citrus_fruit', 'herbs', 'other_vegetables', 'curd']",4
918,"['beef', 'chocolate']",2
919,"['mayonnaise', 'white_bread', 'soda']",3
920,"['fruit/vegetable_juice', 'chewing_gum']",2
921,"['dog_food', 'cling_film/bags']",2
922,"['meat', 'other_vegetables', 'white_bread', 'newspapers']",4
923,"['whole_milk', 'rolls/buns', 'specialty_chocolate', 'candy']",4
924,"['tropical_fruit', 'whole_milk', 'margarine', 'sugar']",4
925,"['other_vegetables', 'whole_milk', 'waffles']",3
926,"['frozen_vegetables', 'domestic_eggs', 'pastry']",3
927,"['meat', 'newspapers']",2
928,"['beef', 'whole_milk', 'margarine', 'salty_snack']",4
929,"['other_vegetables', 'frozen_fish', 'vinegar']",3
930,"['whole_milk', 'domestic_eggs', 'cling_film/bags']",3
931,"['root_vegetables', 'uht-milk', 'soda']",3
932,"['frankfurter', 'rolls/buns']",2
933,"['whole_milk', 'pastry']",2
934,"['frozen_chicken', 'salty_snack']",2
935,"['coffee', 'soda']",2
936,"['citrus_fruit', 'soft_cheese', 'rolls/buns', 'pastry']",4
937,"['other_vegetables', 'salty_snack', 'dishes', 'house_keeping_products']",4
938,"['beef', 'root_vegetables']",2
939,"['butter_milk', 'rolls/buns', 'long_life_bakery_product']",3
940,"['whole_milk', 'pastry']",2
941,"['uht-milk', 'bottled_water', 'specialty_chocolate']",3
942,"['specialty_chocolate', 'specialty_bar']",2
943,"['frozen_meals', 'soda']",2
944,"['pet_care', 'instant_coffee', 'soda', 'specialty_chocolate']",4
945,"['other_vegetables', 'specialty_bar']",2
946,"['herbs', 'bottled_water', 'napkins']",3
947,"['frankfurter', 'citrus_fruit', 'canned_vegetables', 'coffee']",4
948,"['soda', 'specialty_chocolate', 'newspapers']",3
949,"['whole_milk', 'uht-milk', 'domestic_eggs', 'newspapers']",4
950,"['other_vegetables', 'margarine']",2
951,"['pip_fruit', 'berries']",2
952,"['bottled_water', 'soda', 'dishes']",3
953,"['pastry', 'syrup']",2
954,"['other_vegetables', 'pet_care']",2
955,"['whole_milk', 'pastry', 'vinegar']",3
956,"['domestic_eggs', 'misc._beverages']",2
957,"['citrus_fruit', 'specialty_bar']",2
958,"['tropical_fruit', 'whole_milk', 'ice_cream']",3
959,"['coffee', 'napkins']",2
960,"['dessert', 'fruit/vegetable_juice', 'nut_snack', 'specialty_bar']",4
961,"['pip_fruit', 'sweet_spreads']",2
962,"['tropical_fruit', 'other_vegetables', 'whipped/sour_cream', 'white_bread']",4
963,"['spread_cheese', 'soda']",2
964,"['tropical_fruit', 'yogurt', 'whipped/sour_cream']",3
965,"['soda', 'salty_snack', 'specialty_bar', 'candy']",4
966,"['uht-milk', 'pastry', 'waffles']",3
967,"['soda', 'fruit/vegetable_juice']",2
968,"['margarine', 'misc._beverages']",2
969,"['other_vegetables', 'coffee', 'bottled_water', 'salty_snack']",4
970,"['pastry', 'chocolate', 'candles']",3
971,"['processed_cheese', 'ketchup', 'seasonal_products']",3
972,"['rolls/buns', 'pot_plants']",2
973,"['berries', 'soda', 'long_life_bakery_product', 'specialty_chocolate']",4
974,"['whole_milk', 'yogurt']",2
975,"['soda', 'fruit/vegetable_juice', 'waffles']",3
976,"['whole_milk', 'bottled_water']",2
977,"['bottled_water', 'fruit/vegetable_juice']",2
978,"['citrus_fruit', 'pastry']",2
979,"['meat', 'root_vegetables', 'whole_milk']",3
980,"['chicken', 'citrus_fruit', 'rolls/buns', 'bottled_water']",4
981,"['rolls/buns', 'oil']",2
982,"['citrus_fruit', 'other_vegetables', 'butter', 'rolls/buns']",4
983,"['beef', 'other_vegetables', 'canned_fish']",3
984,"['yogurt', 'brown_bread', 'margarine', 'napkins']",4
985,"['meat', 'whole_milk', 'specialty_cheese', 'domestic_eggs']",4
986,"['waffles', 'specialty_chocolate']",2
987,"['tropical_fruit', 'other_vegetables', 'skin_care']",3
988,"['meat', 'rolls/buns', 'soda']",3
989,"['soda', 'specialty_chocolate']",2
990,"['rolls/buns', 'brown_bread']",2
991,"['whole_milk', 'fruit/vegetable_juice']",2
992,"['pastry', 'specialty_chocolate']",2
993,"['beverages', 'long_life_bakery_product']",2
994,"['other_vegetables', 'newspapers']",2
995,"['newspapers', 'photo/film']",2
996,"['chicken', 'brown_bread', 'bottled_water', 'newspapers']",4
997,"['fruit/vegetable_juice', 'cake_bar']",2
998,"['condensed_milk', 'soda']",2
999,"['frozen_meals', 'soda']",2
1000,"['pip_fruit', 'brown_bread', 'misc._beverages', 'chewing_gum']",4
1001,"['whole_milk', 'sugar']",2
1002,"['pip_fruit', 'fruit/vegetable_juice']",2
1003,"['pip_fruit', 'whole_milk', 'whipped/sour_cream']",3
1004,"['cereals', 'detergent']",2
1005,"['soda', 'chocolate']",2
1006,"['root_vegetables', 'shopping_bags']",2
1007,"['yogurt', 'brown_bread']",2
1008,"['white_bread', 'chocolate', 'shopping_bags']",3
1009,"['pip_fruit', 'other_vegetables', 'frozen_vegetables', 'canned_vegetables']",4
1010,"['curd', 'meat_spreads']",2
1011,"['tropical_fruit', 'whole_milk']",2
1012,"['brown_bread', 'margarine']",2
1013,"['chocolate', 'dishes']",2
1014,"['soda', 'specialty_chocolate']",2
1015,"['butter', 'candy']",2
1016,"['citrus_fruit', 'whole_milk', 'waffles']",3
1017,"['rolls/buns', 'bottled_water', 'shopping_bags']",3
1018,"['other_vegetables', 'white_bread', 'newspapers']",3
1019,"['root_vegetables', 'whole_milk']",2
1020,"['tidbits', 'rolls/buns', 'coffee', 'salty_snack']",4
1021,"['whole_milk', 'frozen_vegetables', 'coffee']",3
1022,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'coffee']",4
1023,"['frankfurter', 'rolls/buns']",2
1024,"['other_vegetables', 'whole_milk', 'frozen_potato_products']",3
1025,"['chocolate', 'candy']",2
1026,"['finished_products', 'seasonal_products']",2
1027,"['whole_milk', 'pastry']",2
1028,"['whole_milk', 'zwieback', 'salty_snack']",3
1029,"['uht-milk', 'artif._sweetener', 'bottled_water']",3
1030,"['tropical_fruit', 'ice_cream', 'frozen_dessert', 'candy']",4
1031,"['frozen_meals', 'ice_cream']",2
1032,"['frankfurter', 'dessert']",2
1033,"['instant_food_products', 'canned_vegetables', 'salty_snack']",3
1034,"['frozen_vegetables', 'margarine', 'cleaner']",3
1035,"['citrus_fruit', 'whole_milk', 'semi-finished_bread']",3
